report_date,fromprovince_new,toprovince_new,externallane_new,client_name,mau,avg_lt_prepickup_hour,avg_lt_firstmile_hour,avg_lt_middlemile_hour,avg_lt_lastmile_hour,avg_lt_e2e_hour
2026-08-06,Hà Nội,Lào Cai,Intra region,SPE,2101,3.87,10.37,21.09,20.69,55.99
2026-08-06,Hà Nội,Lâm Đồng,Cross region,SPB,631,3.41,10.98,50.37,17.96,82.56
2026-08-06,Hà Nội,Lâm Đồng,Cross region,SPE,2931,3.69,9.84,50.43,17.64,81.6
2026-08-06,Hà Nội,Nghệ An,Cross region,SPB,446,4.36,10.54,21.83,25.25,62.07
2026-08-06,Hà Nội,Nghệ An,Cross region,SPE,3083,3.93,10.64,25.8,24.07,64.3
2026-08-06,Hà Nội,Ninh Bình,Intra region,SPB,835,3.44,9.13,13.85,11.96,38.53
2026-08-06,Hà Nội,Ninh Bình,Intra region,SPE,4746,3.8,10.2,13.89,10.21,38.25
2026-08-06,Hà Nội,Phú Thọ,Intra region,SPB,679,3.86,10.02,14.58,13.11,41.79
2026-08-06,Hà Nội,Phú Thọ,Intra region,SPE,4914,3.76,10.36,14.14,13.2,41.34
2026-08-06,Hà Nội,Quảng Ninh,Intra region,SPB,472,3.61,10.2,20.08,15.21,49.33
2026-08-06,Hà Nội,Quảng Ninh,Intra region,SPE,2871,3.74,10.22,17.19,16.18,47.18
2026-08-06,Hà Nội,Thanh Hóa,Intra region,SPB,751,3.69,10.82,19.14,19.51,53.65
2026-08-06,Hà Nội,Thanh Hóa,Intra region,SPE,5137,3.7,10.19,20.76,19.52,54.2
2026-08-06,Hà Nội,Tây Ninh,Cross region,SPB,335,3.51,11.24,48.07,24.99,87.84
2026-08-06,Hà Nội,Tây Ninh,Cross region,SPE,2342,3.72,10.38,48.22,24.46,86.7
2026-08-06,Hà Nội,Đà Nẵng,Cross metro *,SPB,683,3.51,10.48,31.7,15.98,61.6
2026-08-06,Hà Nội,Đà Nẵng,Cross metro *,SPE,1171,3.74,9.02,33.17,15.1,61.14
2026-08-06,Hà Nội,Đắk Lắk,Cross region,SPB,353,3.32,9.98,42.55,15.4,72.4
2026-08-06,Hà Nội,Đắk Lắk,Cross region,SPE,2078,3.44,9.89,45.4,12.63,71.61
2026-08-06,Hà Nội,Đồng Nai,Cross region,SPB,590,3.46,9.83,48.8,19.72,81.93
2026-08-06,Hà Nội,Đồng Nai,Cross region,SPE,3883,3.64,10.01,53.86,18.79,86.34
2026-08-06,Hồ Chí Minh,An Giang,Intra region,SPB,1331,4.49,8.07,18.3,17.05,48.06
2026-08-06,Hồ Chí Minh,An Giang,Intra region,SPE,5237,3.76,8.79,17.04,18.61,48.06
2026-08-06,Hồ Chí Minh,Cà Mau,Intra region,SPB,544,4.28,8.53,15.43,16.88,45.12
2026-08-06,Hồ Chí Minh,Cà Mau,Intra region,SPE,2561,3.68,8.69,15.22,14.07,41.54
2026-08-06,Hồ Chí Minh,Cần Thơ,Intra region,SPB,1103,4.44,6.81,13.81,12.65,37.81
2026-08-06,Hồ Chí Minh,Cần Thơ,Intra region,SPE,4602,3.85,8.71,14.43,14.0,40.86
2026-08-06,Hồ Chí Minh,Gia Lai,Cross region,SPB,492,5.29,7.55,30.49,13.56,56.65
2026-08-06,Hồ Chí Minh,Gia Lai,Cross region,SPE,2007,3.66,8.38,31.81,13.15,56.91
2026-08-06,Hồ Chí Minh,Hà Nội,Cross metro,SPB,1984,5.18,7.46,49.11,15.32,77.41
2026-08-06,Hồ Chí Minh,Hà Nội,Cross metro,SPE,2263,3.26,7.29,48.2,13.82,72.47
2026-08-06,Hồ Chí Minh,Hải Phòng,Cross region,SPB,462,5.26,7.47,55.49,24.63,92.69
2026-08-06,Hồ Chí Minh,Hải Phòng,Cross region,SPE,2268,3.94,8.71,55.44,21.48,89.28
2026-08-06,Hồ Chí Minh,Hồ Chí Minh,Intra city,SPB,8780,5.03,6.68,12.48,5.96,23.62
2026-08-06,Hồ Chí Minh,Hồ Chí Minh,Intra city,SPE,4673,3.12,7.65,14.16,9.93,34.99
2026-08-06,Hồ Chí Minh,Khánh Hòa,Cross region,SPB,630,5.24,6.35,22.83,16.4,51.33
2026-08-06,Hồ Chí Minh,Khánh Hòa,Cross region,SPE,1642,3.75,8.6,23.36,15.69,50.95
2026-08-06,Hồ Chí Minh,Lâm Đồng,Cross region,SPB,1255,4.81,7.92,19.52,14.66,46.99
2026-08-06,Hồ Chí Minh,Lâm Đồng,Cross region,SPE,3864,3.79,8.68,18.43,13.58,44.21
2026-08-06,Hồ Chí Minh,Ninh Bình,Cross region,SPB,338,4.9,8.16,47.13,14.89,75.17
2026-08-06,Hồ Chí Minh,Ninh Bình,Cross region,SPE,1870,3.82,8.7,48.06,13.74,74.07
2026-08-06,Hồ Chí Minh,Tây Ninh,Intra region,SPB,1287,4.75,6.99,11.77,17.02,40.74
2026-08-06,Hồ Chí Minh,Tây Ninh,Intra region,SPE,4410,3.87,8.56,10.95,15.52,38.69
2026-08-06,Hồ Chí Minh,Vĩnh Long,Intra region,SPB,940,4.66,6.9,13.49,14.25,39.53
2026-08-06,Hồ Chí Minh,Vĩnh Long,Intra region,SPE,3686,3.67,8.39,13.61,15.59,41.11
2026-08-06,Hồ Chí Minh,Đà Nẵng,Cross metro *,SPB,864,4.72,8.58,32.16,16.56,62.02
2026-08-06,Hồ Chí Minh,Đà Nẵng,Cross metro *,SPE,817,3.2,7.67,32.55,14.56,58.13
2026-08-06,Hồ Chí Minh,Đắk Lắk,Cross region,SPB,483,4.96,8.42,27.93,16.93,58.49
2026-08-06,Hồ Chí Minh,Đắk Lắk,Cross region,SPE,2146,3.79,8.34,27.04,15.05,53.89
2026-08-06,Hồ Chí Minh,Đồng Nai,Intra region,SPB,2008,4.79,7.9,14.06,11.72,38.63
2026-08-06,Hồ Chí Minh,Đồng Nai,Intra region,SPE,7172,3.85,8.69,14.04,14.08,40.45
2026-08-06,Hồ Chí Minh,Đồng Tháp,Intra region,SPB,969,4.36,7.15,13.83,14.39,40.14
2026-08-06,Hồ Chí Minh,Đồng Tháp,Intra region,SPE,3578,3.62,8.64,12.99,15.05,40.13
2026-08-06,Điện Biên,Gia Lai,Cross region,SPE,2,0.02,,60.05,8.25,95.37
2026-08-06,Điện Biên,Nghệ An,Cross region,SPE,4,1.77,,46.97,19.66,80.71
2026-08-06,Điện Biên,Quảng Ngãi,Cross region,SPE,1,0.02,,,5.45,98.38
2026-08-06,Điện Biên,Điện Biên,Intra city,SPB,1,0.05,,,25.38,28.17
2026-08-06,Đà Nẵng,Hà Nội,Cross metro *,SPB,101,5.62,5.46,34.3,15.3,60.7
2026-08-06,Đà Nẵng,Hà Nội,Cross metro *,SPE,43,2.88,9.5,34.86,13.16,60.68
2026-08-06,Đà Nẵng,Hồ Chí Minh,Cross metro *,SPB,131,5.31,5.82,37.85,11.01,60.2
2026-08-06,Đà Nẵng,Hồ Chí Minh,Cross metro *,SPE,80,1.88,9.01,37.02,12.79,60.67
2026-08-06,Đồng Tháp,Thái Nguyên,Cross region,SPB,1,9.82,,,7.65,113.73
2026-08-05,,,,SPB,5,4.74,7.52,38.48,17.49,68.24
2026-08-05,,,,SPE,37,2.37,9.01,34.23,27.8,73.44
2026-08-05,Bắc Ninh,Hà Nội,Intra region,SPB,896,9.57,8.8,10.87,11.04,40.34
2026-08-05,Bắc Ninh,Hà Nội,Intra region,SPE,2621,6.37,10.42,12.01,10.04,38.53
2026-08-05,Hà Nội,An Giang,Cross region,SPB,417,2.64,11.7,59.45,20.75,94.63
2026-08-05,Hà Nội,An Giang,Cross region,SPE,3857,3.5,10.67,58.31,21.37,94.04
2026-08-05,Hà Nội,Bắc Ninh,Intra region,SPB,785,4.06,11.45,12.84,16.19,44.81
2026-08-05,Hà Nội,Bắc Ninh,Intra region,SPE,5791,3.14,10.48,11.39,15.74,40.74
2026-08-05,Hà Nội,Cần Thơ,Cross region,SPB,311,3.47,10.89,51.65,20.37,86.44
2026-08-05,Hà Nội,Cần Thơ,Cross region,SPE,3561,3.58,10.56,53.6,18.91,86.59
2026-08-05,Hà Nội,Gia Lai,Cross region,SPB,357,3.19,12.2,39.13,12.26,66.84
2026-08-05,Hà Nội,Gia Lai,Cross region,SPE,2814,2.97,10.08,41.47,11.18,65.78
2026-08-05,Hà Nội,Hà Nội,Intra city,SPB,3739,5.54,14.99,11.92,8.54,35.35
2026-08-05,Hà Nội,Hà Nội,Intra city,SPE,1590,5.19,10.48,11.96,10.28,37.42
2026-08-05,Hà Nội,Hưng Yên,Intra region,SPB,668,4.1,12.25,13.59,14.99,44.69
2026-08-05,Hà Nội,Hưng Yên,Intra region,SPE,5386,3.31,10.14,12.55,14.04,40.11
2026-08-05,Hà Nội,Hải Phòng,Intra region,SPB,1168,4.15,11.4,17.37,17.51,50.49
2026-08-05,Hà Nội,Hải Phòng,Intra region,SPE,7430,3.3,10.13,14.25,16.17,43.86
2026-08-05,Hà Nội,Hồ Chí Minh,Cross metro,SPB,2603,4.35,11.79,48.39,12.69,77.37
2026-08-05,Hà Nội,Hồ Chí Minh,Cross metro,SPE,4802,4.96,9.53,51.39,9.77,75.76
2026-08-05,Hà Nội,Lào Cai,Intra region,SPB,290,3.73,11.59,18.94,16.04,50.35
2026-08-05,Hà Nội,Lào Cai,Intra region,SPE,2637,3.01,10.53,20.24,19.37,53.06
2026-08-05,Hà Nội,Lâm Đồng,Cross region,SPB,553,4.05,10.77,48.3,21.59,84.75
2026-08-05,Hà Nội,Lâm Đồng,Cross region,SPE,3760,3.46,10.22,50.21,16.36,80.34
2026-08-05,Hà Nội,Nghệ An,Cross region,SPB,457,4.82,10.42,22.42,24.26,62.16
2026-08-05,Hà Nội,Nghệ An,Cross region,SPE,3980,3.32,10.21,25.44,24.48,63.4
2026-08-05,Hà Nội,Ninh Bình,Intra region,SPB,823,4.05,10.65,14.3,11.37,40.6
2026-08-05,Hà Nội,Ninh Bình,Intra region,SPE,6304,3.47,10.18,13.0,10.29,36.94
2026-08-05,Hà Nội,Phú Thọ,Intra region,SPB,706,4.04,11.45,15.08,14.06,44.68
2026-08-05,Hà Nội,Phú Thọ,Intra region,SPE,6186,3.2,10.34,13.32,12.47,39.35
2026-08-05,Hà Nội,Quảng Ninh,Intra region,SPB,520,5.09,10.81,20.09,15.11,50.93
2026-08-05,Hà Nội,Quảng Ninh,Intra region,SPE,3778,3.25,10.58,16.81,16.43,47.06
2026-08-05,Hà Nội,Thanh Hóa,Intra region,SPB,741,3.83,12.07,17.38,19.32,52.63
2026-08-05,Hà Nội,Thanh Hóa,Intra region,SPE,6017,3.22,10.03,20.79,18.59,52.75
2026-08-05,Hà Nội,Tây Ninh,Cross region,SPB,302,4.23,11.42,50.63,22.92,89.34
2026-08-05,Hà Nội,Tây Ninh,Cross region,SPE,2975,3.08,10.43,47.76,23.37,84.9
2026-08-05,Hà Nội,Đà Nẵng,Cross metro *,SPB,666,4.49,10.15,30.07,16.12,60.98
2026-08-05,Hà Nội,Đà Nẵng,Cross metro *,SPE,1087,4.28,9.32,31.61,14.6,59.84
2026-08-05,Hà Nội,Đắk Lắk,Cross region,SPB,336,3.76,10.72,42.34,14.51,71.29
2026-08-05,Hà Nội,Đắk Lắk,Cross region,SPE,2763,3.14,10.25,46.87,14.56,74.82
2026-08-05,Hà Nội,Đồng Nai,Cross region,SPB,532,4.57,10.52,49.73,19.37,84.07
2026-08-05,Hà Nội,Đồng Nai,Cross region,SPE,5382,3.15,10.32,52.01,18.7,84.27
2026-08-05,Hồ Chí Minh,An Giang,Intra region,SPB,1337,3.97,7.86,18.93,15.83,46.76
2026-08-05,Hồ Chí Minh,An Giang,Intra region,SPE,6734,3.01,8.18,16.95,17.97,45.97
2026-08-05,Hồ Chí Minh,Cà Mau,Intra region,SPB,614,3.76,8.57,15.65,16.83,44.93
2026-08-05,Hồ Chí Minh,Cà Mau,Intra region,SPE,3470,3.0,8.44,15.46,14.16,41.08
2026-08-05,Hồ Chí Minh,Cần Thơ,Intra region,SPB,1081,3.94,7.84,14.01,13.54,39.32
2026-08-05,Hồ Chí Minh,Cần Thơ,Intra region,SPE,6295,2.95,8.51,14.08,13.99,39.53
2026-08-05,Hồ Chí Minh,Gia Lai,Cross region,SPB,512,5.3,7.37,29.95,13.52,56.04
2026-08-05,Hồ Chí Minh,Gia Lai,Cross region,SPE,2727,2.99,8.09,31.06,13.07,55.08
2026-08-05,Hồ Chí Minh,Hà Nội,Cross metro,SPB,2274,5.09,7.24,48.35,12.96,73.9
2026-08-05,Hồ Chí Minh,Hà Nội,Cross metro,SPE,2271,3.36,7.6,50.59,12.32,73.83
2026-08-05,Hồ Chí Minh,Hải Phòng,Cross region,SPB,513,4.8,7.04,50.36,19.09,81.21
2026-08-05,Hồ Chí Minh,Hải Phòng,Cross region,SPE,3069,3.0,8.45,54.63,20.26,86.19
2026-08-05,Hồ Chí Minh,Hồ Chí Minh,Intra city,SPB,7983,5.24,7.06,12.43,6.32,25.19
2026-08-05,Hồ Chí Minh,Hồ Chí Minh,Intra city,SPE,4360,3.93,8.57,14.15,9.42,36.14
2026-08-05,Hồ Chí Minh,Khánh Hòa,Cross region,SPB,632,4.51,7.39,24.02,15.76,51.8
2026-08-05,Hồ Chí Minh,Khánh Hòa,Cross region,SPE,2085,3.21,8.34,22.82,14.4,48.46
2026-08-05,Hồ Chí Minh,Lâm Đồng,Cross region,SPB,1247,4.3,7.75,19.3,15.67,47.23
2026-08-05,Hồ Chí Minh,Lâm Đồng,Cross region,SPE,5157,3.11,8.38,18.52,13.36,43.25
2026-08-05,Hồ Chí Minh,Ninh Bình,Cross region,SPB,296,4.38,7.19,45.23,15.42,72.51
2026-08-05,Hồ Chí Minh,Ninh Bình,Cross region,SPE,2346,3.11,8.37,47.49,13.33,72.13
2026-08-05,Hồ Chí Minh,Tây Ninh,Intra region,SPB,1317,4.26,7.3,11.84,16.99,40.59
2026-08-05,Hồ Chí Minh,Tây Ninh,Intra region,SPE,5715,2.84,8.31,10.66,14.28,36.0
2026-08-05,Hồ Chí Minh,Vĩnh Long,Intra region,SPB,906,3.66,7.92,13.63,14.55,39.86
2026-08-05,Hồ Chí Minh,Vĩnh Long,Intra region,SPE,4878,2.95,8.51,13.27,14.72,39.42
2026-08-05,Hồ Chí Minh,Đà Nẵng,Cross metro *,SPB,862,4.11,6.94,34.66,14.72,60.88
2026-08-05,Hồ Chí Minh,Đà Nẵng,Cross metro *,SPE,795,3.36,7.76,34.87,14.8,60.72
2026-08-05,Hồ Chí Minh,Đắk Lắk,Cross region,SPB,521,4.32,7.27,26.85,16.77,55.38
2026-08-05,Hồ Chí Minh,Đắk Lắk,Cross region,SPE,2807,2.93,7.89,26.52,14.94,52.14
2026-08-05,Hồ Chí Minh,Đồng Nai,Intra region,SPB,2049,4.53,7.94,14.79,13.06,40.36
2026-08-05,Hồ Chí Minh,Đồng Nai,Intra region,SPE,9831,2.93,8.18,14.01,13.38,38.41
2026-08-05,Hồ Chí Minh,Đồng Tháp,Intra region,SPB,915,3.74,7.69,13.76,13.32,38.59
2026-08-05,Hồ Chí Minh,Đồng Tháp,Intra region,SPE,4881,2.97,8.27,12.74,14.01,37.92
2026-08-05,Đà Nẵng,Hà Nội,Cross metro *,SPB,104,5.48,7.27,30.47,12.14,55.67
2026-08-05,Đà Nẵng,Hà Nội,Cross metro *,SPE,48,2.13,8.93,36.15,10.92,57.73
2026-08-05,Đà Nẵng,Hồ Chí Minh,Cross metro *,SPB,132,3.44,8.02,36.63,7.66,55.73
2026-08-05,Đà Nẵng,Hồ Chí Minh,Cross metro *,SPE,88,1.56,10.11,37.84,8.53,58.17
2026-08-04,,,,SPB,6,6.85,7.24,29.62,11.16,52.24
2026-08-04,,,,SPE,29,3.38,8.23,38.81,21.0,71.44
2026-08-04,Bắc Ninh,Hà Nội,Intra region,SPB,817,7.95,6.34,12.1,11.01,37.43
2026-08-04,Bắc Ninh,Hà Nội,Intra region,SPE,2135,7.06,12.28,11.87,9.5,40.43
2026-08-04,Hà Nội,An Giang,Cross region,SPB,426,3.45,11.25,59.38,22.97,97.07
2026-08-04,Hà Nội,An Giang,Cross region,SPE,3062,4.33,11.05,58.39,20.8,94.51
2026-08-04,Hà Nội,Bắc Ninh,Intra region,SPB,721,3.49,12.14,12.76,14.45,42.77
2026-08-04,Hà Nội,Bắc Ninh,Intra region,SPE,4671,3.98,11.44,11.39,15.5,42.22
2026-08-04,Hà Nội,Cần Thơ,Cross region,SPB,339,4.84,10.17,49.48,19.84,84.71
2026-08-04,Hà Nội,Cần Thơ,Cross region,SPE,2689,3.97,10.96,52.37,19.86,87.11
2026-08-04,Hà Nội,Gia Lai,Cross region,SPB,302,3.76,9.6,39.44,12.68,65.51
2026-08-04,Hà Nội,Gia Lai,Cross region,SPE,2197,4.05,10.96,41.86,12.62,69.24
2026-08-04,Hà Nội,Hà Nội,Intra city,SPB,3966,5.64,13.51,11.53,8.24,33.53
2026-08-04,Hà Nội,Hà Nội,Intra city,SPE,2058,2.8,10.46,12.13,9.82,35.88
2026-08-04,Hà Nội,Hưng Yên,Intra region,SPB,664,4.74,9.75,14.16,13.72,42.24
2026-08-04,Hà Nội,Hưng Yên,Intra region,SPE,4163,4.04,10.93,13.15,13.51,41.49
2026-08-04,Hà Nội,Hải Phòng,Intra region,SPB,1088,4.32,10.6,16.94,20.0,51.87
2026-08-04,Hà Nội,Hải Phòng,Intra region,SPE,5660,3.89,11.08,14.76,15.77,45.47
2026-08-04,Hà Nội,Hồ Chí Minh,Cross metro,SPB,2634,5.1,10.49,48.75,12.39,76.86
2026-08-04,Hà Nội,Hồ Chí Minh,Cross metro,SPE,5293,4.94,10.47,51.28,9.44,75.85
2026-08-04,Hà Nội,Lào Cai,Intra region,SPB,286,3.66,10.49,18.78,17.54,50.1
2026-08-04,Hà Nội,Lào Cai,Intra region,SPE,2068,3.83,11.11,18.45,19.03,52.51
2026-08-04,Hà Nội,Lâm Đồng,Cross region,SPB,539,3.58,11.15,50.46,18.48,83.59
2026-08-04,Hà Nội,Lâm Đồng,Cross region,SPE,2992,3.86,10.64,53.43,15.59,83.41
2026-08-04,Hà Nội,Nghệ An,Cross region,SPB,424,3.58,13.24,20.69,22.57,59.79
2026-08-04,Hà Nội,Nghệ An,Cross region,SPE,3140,4.1,11.08,23.14,24.89,63.39
2026-08-04,Hà Nội,Ninh Bình,Intra region,SPB,843,4.15,11.64,13.15,12.1,41.11
2026-08-04,Hà Nội,Ninh Bình,Intra region,SPE,4824,3.92,10.91,13.6,10.54,39.0
2026-08-04,Hà Nội,Phú Thọ,Intra region,SPB,626,4.16,10.35,14.71,12.62,41.54
2026-08-04,Hà Nội,Phú Thọ,Intra region,SPE,4719,4.18,10.89,12.81,11.71,39.8
2026-08-04,Hà Nội,Quảng Ninh,Intra region,SPB,483,4.14,10.67,20.37,12.84,47.86
2026-08-04,Hà Nội,Quảng Ninh,Intra region,SPE,3103,3.92,11.24,17.58,15.88,48.61
2026-08-04,Hà Nội,Thanh Hóa,Intra region,SPB,704,3.89,10.09,19.47,19.62,53.2
2026-08-04,Hà Nội,Thanh Hóa,Intra region,SPE,4702,3.81,10.99,18.81,18.88,52.67
2026-08-04,Hà Nội,Tây Ninh,Cross region,SPB,317,4.25,8.96,49.96,21.41,84.63
2026-08-04,Hà Nội,Tây Ninh,Cross region,SPE,2395,4.1,11.07,47.65,20.22,83.03
2026-08-04,Hà Nội,Đà Nẵng,Cross metro *,SPB,678,4.94,10.81,32.21,15.23,63.69
2026-08-04,Hà Nội,Đà Nẵng,Cross metro *,SPE,1167,4.06,9.73,32.99,15.14,62.36
2026-08-04,Hà Nội,Đắk Lắk,Cross region,SPB,320,3.82,11.52,43.06,15.48,73.86
2026-08-04,Hà Nội,Đắk Lắk,Cross region,SPE,2151,4.26,10.63,46.39,14.39,75.47
2026-08-04,Hà Nội,Đồng Nai,Cross region,SPB,518,4.34,10.48,47.56,18.93,81.2
2026-08-04,Hà Nội,Đồng Nai,Cross region,SPE,4155,4.21,10.9,53.9,18.61,87.4
2026-08-04,Hồ Chí Minh,An Giang,Intra region,SPB,1334,4.2,8.11,17.82,15.52,45.68
2026-08-04,Hồ Chí Minh,An Giang,Intra region,SPE,5161,4.06,9.34,16.37,17.41,47.09
2026-08-04,Hồ Chí Minh,Cà Mau,Intra region,SPB,528,5.02,7.53,16.9,16.27,45.8
2026-08-04,Hồ Chí Minh,Cà Mau,Intra region,SPE,2544,4.1,9.16,14.95,12.24,40.34
2026-08-04,Hồ Chí Minh,Cần Thơ,Intra region,SPB,1040,4.59,7.72,13.15,12.52,38.09
2026-08-04,Hồ Chí Minh,Cần Thơ,Intra region,SPE,4679,4.02,9.19,13.74,13.98,40.92
2026-08-04,Hồ Chí Minh,Gia Lai,Cross region,SPB,469,4.87,7.99,30.79,13.51,57.13
2026-08-04,Hồ Chí Minh,Gia Lai,Cross region,SPE,2050,4.12,8.55,30.11,12.7,55.48
2026-08-04,Hồ Chí Minh,Hà Nội,Cross metro,SPB,1956,4.87,7.81,47.36,12.51,72.87
2026-08-04,Hồ Chí Minh,Hà Nội,Cross metro,SPE,2214,3.71,7.11,49.39,10.04,70.33
2026-08-04,Hồ Chí Minh,Hải Phòng,Cross region,SPB,480,4.56,7.81,52.11,18.19,82.87
2026-08-04,Hồ Chí Minh,Hải Phòng,Cross region,SPE,2314,3.88,8.75,54.47,17.8,84.82
2026-08-04,Hồ Chí Minh,Hồ Chí Minh,Intra city,SPB,8200,4.93,7.21,12.46,5.92,23.99
2026-08-04,Hồ Chí Minh,Hồ Chí Minh,Intra city,SPE,4498,3.28,7.35,13.9,9.1,33.84
2026-08-04,Hồ Chí Minh,Khánh Hòa,Cross region,SPB,627,4.38,7.11,23.32,16.04,50.85
2026-08-04,Hồ Chí Minh,Khánh Hòa,Cross region,SPE,1630,4.31,8.92,23.31,13.82,50.12
2026-08-04,Hồ Chí Minh,Lâm Đồng,Cross region,SPB,1277,4.58,7.28,19.69,14.79,46.53
2026-08-04,Hồ Chí Minh,Lâm Đồng,Cross region,SPE,3900,4.04,9.1,17.68,13.1,43.84
2026-08-04,Hồ Chí Minh,Ninh Bình,Cross region,SPB,294,4.69,9.92,44.75,14.54,74.31
2026-08-04,Hồ Chí Minh,Ninh Bình,Cross region,SPE,1665,3.83,8.87,48.01,13.65,74.31
2026-08-04,Hồ Chí Minh,Tây Ninh,Intra region,SPB,1183,3.87,8.08,11.03,15.36,38.45
2026-08-04,Hồ Chí Minh,Tây Ninh,Intra region,SPE,4410,3.8,8.83,10.66,14.12,37.42
2026-08-04,Hồ Chí Minh,Vĩnh Long,Intra region,SPB,915,4.2,7.69,13.02,13.45,38.4
2026-08-04,Hồ Chí Minh,Vĩnh Long,Intra region,SPE,3720,3.93,8.77,12.99,13.51,39.08
2026-08-04,Hồ Chí Minh,Đà Nẵng,Cross metro *,SPB,836,4.74,7.87,33.36,16.14,61.96
2026-08-04,Hồ Chí Minh,Đà Nẵng,Cross metro *,SPE,843,3.75,7.55,33.17,15.6,60.25
2026-08-04,Hồ Chí Minh,Đắk Lắk,Cross region,SPB,563,4.88,7.16,26.98,16.64,55.97
2026-08-04,Hồ Chí Minh,Đắk Lắk,Cross region,SPE,2097,4.01,8.51,25.91,14.82,53.24
2026-08-04,Hồ Chí Minh,Đồng Nai,Intra region,SPB,1916,4.36,7.68,14.12,10.82,37.07
2026-08-04,Hồ Chí Minh,Đồng Nai,Intra region,SPE,7423,4.05,8.84,14.06,12.56,39.42
2026-08-04,Hồ Chí Minh,Đồng Tháp,Intra region,SPB,951,4.35,7.89,13.52,13.36,39.09
2026-08-04,Hồ Chí Minh,Đồng Tháp,Intra region,SPE,3647,4.11,9.1,12.55,13.3,38.83
2026-08-04,Đà Nẵng,Hà Nội,Cross metro *,SPB,132,5.39,6.57,34.05,12.23,58.18
2026-08-04,Đà Nẵng,Hà Nội,Cross metro *,SPE,61,1.53,9.66,35.93,10.23,57.48
2026-08-04,Đà Nẵng,Hồ Chí Minh,Cross metro *,SPB,160,5.85,5.14,37.47,9.4,57.89
2026-08-04,Đà Nẵng,Hồ Chí Minh,Cross metro *,SPE,71,1.95,8.84,38.54,10.47,60.03
2026-08-03,,,,SPB,4,1.4,8.64,27.63,34.33,72.02
2026-08-03,,,,SPE,39,1.44,11.22,36.48,22.35,72.02
2026-08-03,Bắc Ninh,Hà Nội,Intra region,SPB,798,7.77,8.31,12.0,10.59,38.64
2026-08-03,Bắc Ninh,Hà Nội,Intra region,SPE,2903,5.25,11.48,12.31,9.45,37.64
2026-08-03,Hà Nội,An Giang,Cross region,SPB,538,4.8,11.57,58.89,20.96,96.41
2026-08-03,Hà Nội,An Giang,Cross region,SPE,4427,3.41,11.43,58.17,19.78,92.93
2026-08-03,Hà Nội,Bắc Ninh,Intra region,SPB,1022,3.85,12.23,13.22,15.35,44.65
2026-08-03,Hà Nội,Bắc Ninh,Intra region,SPE,6765,3.09,11.48,12.75,15.97,43.45
2026-08-03,Hà Nội,Cần Thơ,Cross region,SPB,437,3.34,11.66,50.08,20.88,85.91
2026-08-03,Hà Nội,Cần Thơ,Cross region,SPE,3849,3.28,11.15,51.96,19.43,85.99
2026-08-03,Hà Nội,Gia Lai,Cross region,SPB,410,3.78,10.42,39.57,11.4,65.16
2026-08-03,Hà Nội,Gia Lai,Cross region,SPE,3124,3.08,11.14,41.18,10.73,66.04
2026-08-03,Hà Nội,Hà Nội,Intra city,SPB,6663,4.68,12.58,11.8,8.05,33.14
2026-08-03,Hà Nội,Hà Nội,Intra city,SPE,4241,2.72,10.06,12.26,9.27,34.31
2026-08-03,Hà Nội,Hưng Yên,Intra region,SPB,817,4.33,11.26,13.03,14.61,43.3
2026-08-03,Hà Nội,Hưng Yên,Intra region,SPE,5926,3.14,11.12,13.11,13.9,41.23
2026-08-03,Hà Nội,Hải Phòng,Intra region,SPB,1389,4.14,11.91,16.79,17.34,50.36
2026-08-03,Hà Nội,Hải Phòng,Intra region,SPE,8340,3.07,11.19,15.26,16.17,45.7
2026-08-03,Hà Nội,Hồ Chí Minh,Cross metro,SPB,3312,4.89,12.4,49.03,11.44,77.82
2026-08-03,Hà Nội,Hồ Chí Minh,Cross metro,SPE,6273,3.63,10.45,50.89,8.47,73.4
2026-08-03,Hà Nội,Lào Cai,Intra region,SPB,376,3.21,12.87,18.64,15.95,50.71
2026-08-03,Hà Nội,Lào Cai,Intra region,SPE,2915,3.16,11.17,18.59,19.44,52.47
2026-08-03,Hà Nội,Lâm Đồng,Cross region,SPB,691,3.9,11.62,48.76,16.99,81.47
2026-08-03,Hà Nội,Lâm Đồng,Cross region,SPE,4324,3.21,10.87,52.24,14.59,80.94
2026-08-03,Hà Nội,Nghệ An,Cross region,SPB,626,3.49,12.85,21.54,20.41,58.29
2026-08-03,Hà Nội,Nghệ An,Cross region,SPE,4548,3.14,11.11,23.86,23.56,61.75
2026-08-03,Hà Nội,Ninh Bình,Intra region,SPB,1024,4.0,11.05,13.14,11.82,40.11
2026-08-03,Hà Nội,Ninh Bình,Intra region,SPE,7039,3.19,10.99,13.05,10.33,37.55
2026-08-03,Hà Nội,Phú Thọ,Intra region,SPB,882,3.54,11.25,14.78,13.7,43.47
2026-08-03,Hà Nội,Phú Thọ,Intra region,SPE,6947,3.12,11.47,13.22,12.01,39.89
2026-08-03,Hà Nội,Quảng Ninh,Intra region,SPB,629,4.03,11.9,20.86,15.51,52.22
2026-08-03,Hà Nội,Quảng Ninh,Intra region,SPE,3917,3.35,11.27,17.69,16.43,48.78
2026-08-03,Hà Nội,Thanh Hóa,Intra region,SPB,946,3.91,11.49,19.34,19.09,53.83
2026-08-03,Hà Nội,Thanh Hóa,Intra region,SPE,6894,3.13,11.07,19.16,17.52,51.03
